Date,Year,Artist / Project,City,Venue,Country,Section,Position,Song,Counts as Song,Setlist Status,Source URL
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-24,1985,The Cure,Verdun / Montréal,Auditorium de Verdun,Canada/QC,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-24.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-25,1985,The Cure,Boston,Orpheum Theatre,USA/MA,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-25.php
1985-10-27,1985,The Cure,Northampton / Springfield,John M. Greene Hall,USA/MA,Encore 3,1,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-27.php
1985-10-27,1985,The Cure,Northampton / Springfield,John M. Greene Hall,USA/MA,Unknown,1,[Unknown / not listed on source page],Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-27.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-10-30,1985,The Cure,Washington,Warner Theatre,USA/DC,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-10-30.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 2,2,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 2,3,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 3,1,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 3,2,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-01,1985,The Cure,New York City,Radio City Music Hall,USA/NY,Encore 3,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-01.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,5,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,6,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,7,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,8,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,9,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,10,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,11,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,12,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Mainset,13,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Encore 1,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Encore 1,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-19,1985,The Cure,London,The Camden Palace,England,Encore 1,3,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-19.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,10,The Walk,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,11,Push,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,12,Screw,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,13,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,14,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Mainset,15,Sinking,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 1,1,Six Different Ways,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 1,2,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 2,1,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 2,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 3,1,Three Imaginary Boys,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 3,2,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 3,3,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-26,1985,The Cure,Brussel / Bruxelles,Vorst Nationaal,Belgium,Encore 3,4,Do You Wanna Touch Me?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-26.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Intro,1,The Glove - Relax,No,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,1,The Baby Screams,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,2,Play For Today,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,3,Kyoto Song,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,4,Primary,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,5,The Hanging Garden,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,6,Cold,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,7,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,8,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
1985-11-27,1985,The Cure,Rotterdam,Ahoy,Netherlands,Mainset,9,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1985-11-27.php
